,zipcode,latitude,longitude,cluster,x,y
2417,35127,42.5683,-83.3805,18,1026696.6312758181,2242729.4779561036
2418,98003,40.9069,-74.1209,11,1811972.2908280154,2198073.418062765
2419,75791,39.9515,-74.1521,11,1833822.1562182254,2093272.2181796704
2420,80299,38.905,-104.6982,6,-746253.5013504907,1798437.631579054
2421,75253,40.4837,-104.8994,6,-746923.2217400696,1976165.9330928568
2422,77445,39.3374,-81.6743,10,1218843.1082563032,1904766.5439577468
2423,12114,31.2559,-89.7998,19,588069.9546100186,928122.1035867749
2424,50536,32.8621,-97.2508,0,-116359.7845913009,1088671.4478186774
2425,98901,39.6482,-81.9127,10,1193565.5699819988,1936183.2910256172
2426,07649,42.4586,-83.1363,18,1048098.816627029,2233241.9270839295
2427,11355,38.7495,-83.1335,10,1104389.9850379943,1821708.8601511102
2428,77356,47.1126,-122.7794,17,-2015709.9913860997,2966046.424651603
2429,70807,34.9689,-79.9721,7,1444516.0298510662,1445423.780086753
2430,60441,43.8826,-93.3195,8,214554.12641249615,2324252.148951707
2431,77357,40.3477,-75.0968,11,1746155.3438953632,2118750.0385997365
2432,83647,40.7101,-74.0013,11,1826756.621659816,2178908.0277820067
2433,33625,47.9287,-124.3989,17,-2107528.6286623813,3087560.821353796
2434,55123,30.4411,-95.7097,14,27830.272392499952,818390.6056353516
2435,33172,40.7536,-73.8226,11,1840199.8707985836,2187096.566846155
2436,47346,32.467,-89.269,19,628786.8978495871,1066112.084665687
2437,35476,37.4931,-119.9219,5,-2073003.8186127832,1868309.2677927774
2438,55936,35.2106,-80.4407,7,1398259.0077349024,1465087.6199547641
2439,07660,40.1524,-79.8835,9,1354410.855001978,2019174.8391944533
2440,08000,40.4733,-80.6325,9,1286240.9888242106,2044226.576293379
2441,07930,42.0212,-71.2178,1,2015098.7992257648,2377525.7975253784
2442,48346,40.5979,-73.9743,11,1831844.9931513444,2167196.5887326994
2443,28611,41.1709,-74.3686,11,1785145.4855141998,2222174.5090743583
2444,46219,32.222,-95.2266,0,72530.29741769184,1016816.3697206699
2445,07721,40.0867,-75.1524,11,1747948.916143398,2089189.7074842488
2446,39041,42.3589,-71.3001,1,1998852.558869911,2412282.2824982717
2447,56026,43.1888,-70.8868,1,2007300.773745655,2510566.2826288627
2448,76001,40.362,-75.319,11,1727543.4821145912,2116252.827714092
2449,98346,39.6349,-75.6993,11,1713536.252684554,2029785.3959260946
2450,98283,40.4927,-79.8345,9,1352035.4189546965,2057446.8252616404
2451,94514,40.7482,-74.0498,11,1821824.3239727877,2182130.5348143307
2452,77388,40.338,-83.4655,10,1052649.3911418885,1994366.9270109576
2453,67735,46.8836,-124.1061,17,-2120100.9146935656,2970623.163938476
2454,59846,33.7563,-85.8107,4,935421.2476702752,1237940.5270602724
2455,18964,39.6841,-84.1633,10,1003462.3933595236,1914152.7533703737
2456,07401,42.4843,-71.2768,1,1997089.0265695483,2426320.9685967616
2457,77840,27.8176,-82.6776,12,1313599.362409711,620050.6528534826
2458,16125,30.0102,-94.8787,14,108058.12775238161,771144.1472040925
2459,35578,42.8507,-70.8588,1,2019361.8799374788,2474703.831539776
2460,23930,39.6431,-104.8987,6,-755670.8023032116,1882390.5370559115
2461,22047,39.3491,-101.7164,6,-487830.01508186286,1828713.0164355747
2462,56081,47.8108,-122.5255,17,-1975846.7802023247,3034842.6003955957
2463,43812,44.4587,-93.1668,8,224858.73266352082,2388800.89099389
2464,35016,41.0443,-74.0981,11,1810312.470374809,2213487.0798862316
2465,02720,42.5848,-83.2821,18,1034408.5026987441,2245624.547040931
2466,30126,32.3778,-90.4474,19,519424.21333670453,1049068.000709312
2467,45775,39.7821,-86.0495,3,843051.5953800419,1906737.8422312445
2468,36081,42.7239,-83.4232,18,1020948.1189630303,2259508.1378218383
2469,01062,39.9228,-85.1601,3,916297.5713299785,1930642.5878608602
2470,75028,42.3959,-71.1787,1,2007384.7892254833,2418838.5095494324
2471,15241,33.175,-87.2574,4,808977.8125541975,1160064.2384383495
2473,80640,40.6759,-74.2944,11,1803712.724804182,2169579.909726316
2474,75229,42.0399,-70.7163,1,2054370.160822198,2390282.935389832
2475,98391,40.7851,-73.8096,11,1840442.609094781,2190780.4416353754
2476,81323,37.5176,-121.9287,5,-2242004.0221140133,1916522.572669143
2477,28711,47.5682,-121.8896,17,-1936878.5997780021,2995980.7501372183
2478,76118,32.4663,-97.4011,0,-130991.85173389514,1044722.5361393276
2479,75475,30.6045,-96.3123,14,-29879.689245081896,836550.6250903797
2480,95134,38.347,-122.6941,5,-2280693.2144130375,2024155.696600937
2481,55981,38.804,-102.8198,6,-586224.6796465676,1773985.1293310737
2482,20009,33.541,-85.9363,4,926476.137436202,1212796.137267596
2483,80215,40.1836,-85.496,3,884798.2871842308,1956496.4962871794
2484,08853,33.2063,-86.7812,4,852568.8231354759,1167705.717770122
2485,60516,39.3774,-85.7679,3,871692.7091138999,1864180.7820666153
2486,98001,43.0634,-83.7001,18,993701.5331687147,2294180.5346597624
2487,80023,39.9487,-75.1593,11,1750743.450567692,2073970.845676805
2488,10468,39.3762,-75.1617,11,1764500.266545545,2011307.195703942
2489,95540,39.887,-75.2972,11,1740837.7078944745,2064688.5258808257
2490,08079,31.7945,-85.9655,4,944329.1651868923,1018791.2907135034
2491,07945,41.7182,-71.14,1,2030047.2070302104,2346431.9282496735
2492,23821,40.865,-73.6277,11,1853163.5030223012,2203018.485245859
2493,23169,37.7741,-120.8377,5,-2142446.1516072163,1919083.3198883291
2494,77510,44.152,-92.8825,8,248535.7494759181,2355344.4984239223
2495,02171,38.876,-104.817,6,-756717.9039505807,1796140.4102577264
2496,80222,37.4443,-122.1497,5,-2262862.8042706246,1913852.3699477252
2497,75161,32.425,-97.7742,0,-165956.11522473258,1040700.9842006319
2498,77003,26.7492,-80.0725,12,1587895.5896758223,543458.0126272633
2499,77041,38.3365,-77.4366,7,1597099.5355939416,1857024.6617233544
2500,23102,31.7613,-89.6551,19,598020.7265905464,985162.6009005078
2501,23024,29.4032,-95.0734,14,89952.14057380473,703630.6350272538
2502,98320,37.6009,-76.4575,7,1697010.971571972,1793197.3061629424
2503,36071,39.5591,-75.4521,11,1735900.0741328406,2025972.5963033098
2504,43772,40.9199,-74.1932,11,1805759.10575748,2198114.7343519814
2505,98021,40.6318,-74.5105,11,1787171.1689308267,2160684.8348557237
2506,47345,40.2561,-85.6681,3,869477.8595301936,1962981.7432515144
2507,30144,41.5994,-86.7077,3,767600.8153807409,2103647.918312813
2508,33101,41.1826,-74.4564,11,1777730.1310083983,2221804.9073260003
2509,81148,39.3021,-83.272,10,1084302.9937529538,1881489.450111951
2510,39194,38.9268,-78.1796,9,1521608.173510796,1909789.3345507476
2511,98363,38.162,-77.6854,7,1579707.6309604181,1833674.1995313868
2512,24401,37.4969,-122.2674,5,-2271179.1882043723,1922332.1853787487
2513,23067,46.1814,-119.1383,17,-1772389.317129675,2793828.6446034056
2514,33155,37.7526,-121.77,5,-2221565.957444049,1938164.745543378
2515,80745,39.3322,-100.4758,6,-382137.1794702904,1821143.120967183
2516,76109,32.8594,-90.4031,19,520401.85008877004,1102933.1731483927
2517,46120,42.5424,-83.3793,18,1027177.0467186436,2239872.7490770253
2518,76034,40.9051,-73.3309,11,1876222.3455852792,2213207.2154714298
2519,75090,29.4117,-95.8273,14,16763.852922299622,704149.3028592964
2520,77086,40.5232,-83.4942,10,1047530.9188237413,2014616.0914811976
2521,60101,33.0383,-97.0745,0,-99737.3394298282,1108132.3182247798
2522,15089,41.9025,-87.7393,3,679668.2141374118,2129563.651501196
2523,08826,42.5796,-70.7674,1,2034480.4321508831,2447413.5343001545
2524,77389,33.8201,-87.0779,4,818785.0352720722,1233337.1757769268
2525,48022,33.1768,-96.9583,0,-88795.91242189103,1123475.5701829372
2526,98422,37.5239,-120.8517,5,-2150875.711233231,1892311.3200557556
2527,07931,32.3053,-87.7954,19,767688.704735613,1058966.0608098896
2528,10466,25.7341,-80.4068,12,1573087.9690981344,427900.80158613046
2529,19044,37.0879,-78.6378,7,1520371.1256656407,1699876.0399407174
2530,52045,38.2192,-78.0461,7,1547766.5882838797,1834033.918741961
2531,28660,40.3666,-74.6408,11,1783139.0277697276,2129282.553351589
2533,01950,29.7489,-95.3391,14,63892.58146626836,741739.8578093402
2534,29058,32.7332,-96.195,0,-18170.53604194422,1073543.339101361
2535,15133,41.5968,-70.5671,1,2079313.0279556732,2345705.936260213
2536,02790,39.0487,-104.814,6,-754668.4723651726,1815390.0508771576
2537,36748,42.2113,-70.9582,1,2030181.1988433138,2403586.747615079
2538,95382,39.4845,-105.0561,6,-770688.1305831996,1865960.0450758827
2539,75068,40.0084,-79.8404,9,1360728.2561480913,2003888.5431405657
2540,33486,47.2948,-122.3983,17,-1982246.2500901883,2977395.342829064
2541,57006,40.7134,-74.9162,11,1751981.0110095625,2162041.4971320066
2542,56048,41.9335,-88.0054,3,657535.3505003878,2131146.9097388615
2543,36117,32.8872,-97.146,0,-106577.14172195522,1091348.9722251224
2544,07008,44.3056,-96.7914,8,-62960.61485768638,2368650.9312910354
2545,45647,40.7015,-74.3227,11,1800753.619120079,2171836.070370887
2546,31820,43.7755,-94.1632,8,147263.44889641303,2310701.9923221376
2547,44445,43.6036,-92.8319,8,254607.06043988693,2294342.2344683553
2548,27127,42.0847,-71.0002,1,2030537.1457620768,2389018.082365578
2549,79602,39.789,-86.2136,3,829118.4109479846,1906063.1501808467
2550,43231,41.9453,-87.7474,3,678588.169590993,2134275.843546297
2551,47446,37.5368,-122.032,5,-2250130.0204138258,1921035.8740304022
2552,55926,41.1275,-101.7107,6,-475379.3114381661,2027554.291695648
2553,11102,34.9773,-80.8584,7,1365186.1859860427,1433248.9563665334
2554,07834,39.5714,-81.6346,10,1218246.0246191872,1931201.8594378182
2555,30233,40.8434,-73.8602,11,1834814.8612880942,2196154.252997841
2556,45402,40.8729,-73.8278,11,1836687.329404656,2199994.3470548755
2557,08810,33.659,-96.879,0,-80950.15715950652,1177249.7415232642
2558,45377,39.596,-86.1309,3,838341.7733593124,1885276.3810577882
2559,43150,35.0054,-80.2829,7,1416091.2461729937,1444773.006060733
2560,28133,47.5857,-122.0345,17,-1946924.3461357271,3000802.718417874
2561,55952,40.2192,-79.6095,9,1375926.258158381,2030485.7142772193
2562,46143,30.1288,-95.4239,14,55439.11071271713,783837.9495904654
2563,76273,37.638,-77.7077,7,1589042.883789628,1775658.2304636296
2564,01834,40.5352,-74.2116,11,1814054.1753198614,2155807.383014827
2565,10475,36.8362,-76.344,7,1724324.0671609128,1711365.229920407
2566,81211,39.0437,-83.121,10,1101001.1945670624,1854526.9091019612
2567,43973,35.6884,-81.3612,7,1308007.4191747669,1504789.4447414
2568,36874,40.3478,-79.8642,9,1352318.126632479,2041026.2986368886
2569,14561,34.6024,-80.7103,7,1385142.26847215,1393991.6682781184
2570,43080,34.7278,-80.0958,7,1437964.9743151444,1416956.1434989697
2571,28166,33.0752,-96.7843,0,-72767.10365497891,1111987.2110351864
2572,27316,40.9343,-82.2126,10,1147507.1284129967,2075020.4262606148
2573,07017,36.624,-78.5569,7,1536862.3879178825,1650070.4516449154
2574,23103,40.8559,-82.3189,10,1139980.908179216,2065053.1208115304
2575,07204,33.7169,-96.5235,0,-48175.74306855503,1183476.2143789008
2576,77931,29.7032,-96.5527,14,-53461.93986449048,736604.912123684
2577,77406,42.3168,-71.2084,1,2007318.8061426785,2409666.35659174
2578,45503,41.6382,-79.6855,9,1342465.21849981,2185947.6678227056
2579,80303,39.8726,-86.2768,3,822825.985926994,1914832.3576754988
2580,56152,40.9721,-73.959,11,1823461.882501327,2208277.102938697
2581,16218,39.7614,-105.6844,6,-820821.5387437505,1902101.1218042765
2582,11249,40.7807,-73.7812,11,1842869.183012448,2190851.4285938162
2583,36260,42.453,-71.1441,1,2008468.2081243584,2425736.7030102867
2584,59645,40.1576,-75.2799,11,1735710.9980542066,2094607.2048404291
2585,75939,40.6156,-74.7724,11,1766157.9880579188,2154019.699846123
2586,02054,40.3059,-75.5953,11,1706160.6243514235,2105122.8105830774
2587,11964,39.3662,-82.1341,10,1179536.3013979944,1902156.77782933
2588,75414,39.8843,-86.5429,3,800252.4539506573,1913864.3361801717
2589,95973,42.6028,-71.2232,1,1997905.6777077748,2440247.4156789007
2590,32907,36.933,-78.1242,7,1568067.6095330871,1691162.589097016
2591,19002,38.37,-78.2976,7,1523208.1214080807,1846576.3736715089
2592,73072,40.4289,-74.1083,11,1825221.1625420866,2146191.0436260374
2593,77027,40.8064,-72.8566,11,1917372.3827493605,2211940.345944798
2594,02461,40.167,-74.6488,11,1787464.2237889285,2107333.1257353514
2595,77092,40.2528,-82.5177,10,1133079.6116395746,1995810.8374414751
2596,78934,41.2799,-84.3626,18,964817.6353978077,2089476.529903935
2597,22408,32.3804,-86.2799,4,908180.1887410935,1080664.4652341749
2598,79720,31.9879,-88.3367,19,720003.3588668067,1019479.034071906
2599,29718,40.9067,-81.7225,10,1188458.0655183191,2077986.8407231243
2600,32526,40.5594,-73.9067,11,1838359.2189395637,2164305.2593772067
2601,75021,43.1698,-77.6007,9,1479045.000360709,2385295.628945377
2602,77386,42.0529,-83.3755,18,1034734.4933107339,2185659.619057858
2604,30024,36.9811,-76.6368,7,1695712.2336298206,1721990.9298430113
2605,15672,32.5178,-94.7303,0,118631.02610080251,1050292.2687979026
2606,23518,46.8641,-122.8493,17,-2028497.3462490684,2941121.2947356827
2607,55075,33.9801,-95.0025,0,91486.2844559805,1213232.6555423709
2608,43358,36.8586,-76.2686,7,1730326.0542305312,1715191.723995712
2609,75148,40.135,-86.2205,3,824553.3934868412,1944566.6286138147
2610,43755,38.5507,-86.449,3,823167.5900464478,1765950.0051868076
2611,60302,42.5076,-83.6342,18,1007054.3820522325,2233287.9626714494
2612,19422,45.2462,-91.9742,8,315749.5952853163,2479798.222909154
2613,23660,39.5491,-107.7898,6,-1001378.9353718173,1898646.0704436935
2614,43064,41.8925,-87.7895,3,675644.742320129,2128091.129679991
2615,50316,40.0459,-81.4479,10,1225845.7935654493,1986158.9954405585
2616,48122,32.1705,-96.006,0,-563.0551696105466,1010781.2462184015
2617,47441,35.7143,-79.6469,7,1459252.7076534466,1532610.7077837954
2618,35040,42.8303,-77.1207,9,1524612.758277243,2355682.5056156754
2619,01890,32.6212,-85.184,4,1007104.1286307622,1118404.2232835663
2620,11360,42.753,-71.027,1,2009001.406735537,2460598.814714888
2621,81631,44.8881,-93.046,8,232956.9403100688,2436887.952425089
2622,19143,34.0425,-84.0262,4,1094424.3921960548,1288764.2132794075
2623,77007,30.4756,-87.3179,19,830823.6606970245,860158.3197867798
2624,23239,34.6546,-80.3639,7,1415286.9936081767,1404856.548413849
2625,78754,32.2787,-101.4578,0,-511200.0101951132,1037524.6622750752
2626,33138,38.2481,-77.4681,7,1596343.868733978,1846775.1109108222
2627,33134,29.8324,-95.472,14,50993.15047853825,750921.0739923047
2628,81505,35.199,-97.4841,0,-133983.3416272165,1350114.4136540813
2629,16508,40.1809,-75.2156,11,1740444.9676074404,2098331.665665022
2630,39452,30.3423,-97.6673,14,-160024.08266698726,808778.4767557035
2632,32712,39.7674,-82.428,10,1148307.8332252358,1943050.5858753973
2633,15680,40.3825,-74.5111,11,1793382.8882206953,2133459.255464508
2634,94506,39.7563,-84.1895,10,1000249.821773012,1921904.75780512
2635,43019,33.282,-83.9784,4,1109488.0465740783,1205040.6942435284
2636,15104,43.716,-92.7268,8,262618.31538187375,2307163.468911982
2637,17603,38.7426,-86.4761,3,818687.7824162066,1787117.0438983378
2638,55987,32.4178,-99.7214,0,-348057.0907173437,1045164.652485518
2639,07921,36.0425,-80.2609,7,1398916.2705039096,1559604.4761234783
2640,07422,40.8489,-80.6209,9,1280425.2495512636,2085902.132057769
2641,80921,32.5616,-84.8559,4,1038293.9347251138,1115332.1790620233
2642,98326,39.6341,-106.7588,6,-913126.2753194639,1897719.6426096028
2643,02536,42.2812,-83.1826,18,1047016.5023556862,2213077.058445468
2644,28114,41.6092,-93.6,8,198522.14434769689,2069693.808977244
2646,55964,40.2075,-79.758,9,1363805.3082767606,2027053.616823449
2647,80011,32.7002,-97.3789,0,-128537.97881045383,1070775.9941010163
2648,53024,40.8842,-103.3728,6,-615603.629701552,2009915.400770445
2649,23117,37.8252,-77.9899,7,1560872.4563602814,1791580.6815524918
2650,60657,44.1168,-93.7095,8,182714.66364322152,2349545.2732879557
2651,35089,26.3481,-80.1104,12,1591493.2748304359,499331.1244301631
2652,98837,25.7907,-80.13,12,1599722.4909580378,438645.954660686
2653,23520,35.9593,-80.8511,7,1348391.1165913758,1541879.1600949534
2654,43830,42.4439,-90.9313,8,414138.78040896746,2171601.5039928053
2655,36744,40.0091,-76.3671,11,1649385.864311957,2058978.9723297
2656,01970,40.4038,-79.8625,9,1351399.0737840869,2047233.5870305486
2657,11412,37.8321,-121.9167,5,-2231498.5097492393,1950184.5765661222
2658,67740,40.5189,-79.4959,9,1379565.5091747087,2065204.6682773614
2659,80487,28.712,-81.5136,12,1412509.0587003464,734525.430082139
2660,07927,36.7225,-77.0783,7,1663297.5252381952,1685800.2488934905
2661,94551,42.0976,-80.0935,9,1300647.787368908,2230934.5083462745
2662,23936,40.8223,-74.4569,11,1786757.049232212,2182483.708858377
2663,59718,37.1721,-105.9858,6,-876712.0504679165,1616144.0664533454
2664,90024,25.7791,-80.1978,12,1593162.028069167,436251.9466162791
2665,99337,34.0287,-84.6047,4,1041993.2118984489,1280730.9397231555
2666,94070,39.8916,-85.0494,3,926015.7602615531,1928242.5485227425
2667,07208,39.9095,-81.558,10,1218956.571146761,1969636.959721757
2668,22551,31.7062,-86.3715,4,907249.4473079101,1005054.8855188238
2669,11374,47.6776,-122.9375,17,-2009828.1251177646,3029357.640500104
2670,55979,37.7126,-77.8315,7,1576831.5335009806,1781803.591408805
2672,33032,32.9791,-86.0484,4,922751.2946395446,1149319.6509443417
2673,48146,43.3231,-87.9521,3,648771.6477213991,2286273.960440869
2674,76058,35.718,-81.4194,7,1302341.6260500776,1507264.98280847
2675,77044,48.2255,-124.2015,17,-2083745.4894057803,3114487.7171907825
2676,01867,42.9872,-82.7854,18,1068319.1449739463,2295668.6085902923
2677,98024,30.1044,-95.5066,14,47494.88419374874,781084.7963055534
2678,98008,35.5986,-82.2902,7,1227041.008789077,1482456.8589358488
2679,98302,37.4666,-108.4717,6,-1089516.562648316,1674637.3816544143
2680,95118,42.3219,-72.6928,1,1889490.7151511908,2379784.164388833
2681,35490,39.0909,-82.1486,10,1182792.8652146955,1871449.2071754565
2682,35222,33.8332,-84.6031,4,1044752.5256575363,1259058.6062398218
2683,46012,36.8806,-77.9055,7,1588132.1687256934,1689027.979778166
2684,02478,40.7789,-74.6,11,1776175.7654254413,2175064.297533707
2685,73013,40.5835,-124.1473,5,-2328146.391077326,2299668.801492422
2686,48218,41.7602,-88.0159,3,658300.828023787,2111753.5337328645
2687,98221,40.5293,-74.7401,11,1770944.9204208856,2145194.8848302397
2688,19193,38.9202,-77.0375,9,1618015.9585051474,1927929.4593828702
2689,60475,37.4087,-121.9406,5,-2246297.4230382256,1905050.945685639
2690,98380,43.9587,-91.9417,8,324418.78088630224,2336641.8462364906
2691,98944,34.0637,-118.4408,5,-2036948.2967748162,1463718.3964288905
2692,02493,45.6681,-111.2404,2,-1183078.2630583255,2615073.4316784255
2693,15220,37.4124,-78.4349,7,1531254.1250028934,1738885.0770288713
2694,02370,35.9946,-81.7266,7,1270477.157377783,1533721.523940515
2696,11358,33.2273,-87.5943,4,777370.7188109541,1163067.1825514538
2697,95340,44.806,-93.1409,8,225750.19016725515,2427524.027775899
2698,21750,28.0726,-82.559,12,1321246.9408835352,649570.5005859416
2699,43110,43.1392,-115.6963,2,-1582561.8802345386,2402838.9717814354
2700,19122,42.2692,-83.1364,18,1050948.4959051902,2212257.3496540356
2701,80010,35.6215,-97.4733,0,-132275.2974848261,1397383.53851519
2702,07461,33.5219,-86.7666,4,850496.2279855653,1202911.1449555666
2703,19095,43.9875,-94.6229,8,110067.86209136863,2333723.1383095104
2705,35960,47.066,-114.4219,2,-1397365.2327372604,2810856.6951185074
2706,75457,37.8254,-121.6236,5,-2207080.012046962,1942616.3804213288
2707,77487,48.4704,-121.5554,17,-1886055.582318773,3085117.9967750106
2708,95684,33.4846,-96.2541,0,-23453.340107436925,1157427.1549729106
2709,18938,32.8013,-97.1952,0,-111273.00401848505,1081821.7796125165
2710,45230,29.6197,-95.6349,14,35351.32341047093,727258.3843427383
2711,98101,33.1702,-95.2181,0,72457.19111681302,1122589.1764749617
2712,94501,32.6288,-85.0017,4,1023905.4238450258,1121194.3427705346
2713,33054,30.1579,-95.198,14,77150.15877498081,787225.7544840461
2714,75765,41.593,-88.0507,3,657001.4611148224,2092868.2688728946
2715,48181,30.5768,-91.2246,19,456855.47299787274,844904.5354608782
2716,98331,43.1082,-94.6825,8,106664.99653420645,2235527.8709672457
2718,98375,39.7392,-104.9847,6,-761935.5642993589,1893798.687293443
2719,43844,34.4329,-119.8371,5,-2150856.940213531,1534541.5883304887
2720,10038,39.6991,-78.1762,9,1505756.425926932,1994880.7301481494
2721,10502,37.2279,-76.9641,7,1661934.4911697493,1743301.4573195914
2722,46070,42.1293,-70.9133,1,2036129.3316552746,2395693.6209385674
2723,98907,41.4686,-87.6386,3,692198.7473751954,2081921.995102173
2724,32192,40.0018,-75.1179,11,1752868.3298308856,2080540.963131679
2725,75289,40.4353,-74.2358,11,1814615.1509981346,2144447.4733455894
2726,75115,33.1424,-87.1369,4,820434.7983182827,1157473.771948956
2727,03060,40.1201,-79.4051,9,1394840.232745063,2022529.3568316547
2728,75011,32.9537,-96.8903,0,-82728.51110022646,1098514.5075069333
2730,35184,29.3268,-82.1046,12,1345385.9741826856,793260.595892565
2731,93901,46.6288,-120.574,17,-1867292.1884309703,2869369.2517974856
2732,74743,40.3398,-85.6403,3,870787.9419486606,1972557.5858780383
2733,60712,41.0113,-73.8413,11,1832008.4111033422,2214812.0321085546
2734,39479,40.3172,-82.056,10,1170552.8083909021,2008546.4696013415
2735,18902,47.1037,-122.3235,17,-1982553.284300257,2955509.6827829243
2737,95324,32.6439,-95.222,0,72576.56845353771,1063860.5652170577
2738,98059,37.7706,-122.2648,5,-2262589.9370014328,1951780.6505027083
2739,75081,39.0713,-84.3758,10,993917.9310141254,1843764.0920387758
2740,15628,40.3556,-74.9839,11,1755238.5356769154,2121693.4398355964
2741,77665,38.5953,-120.5949,5,-2098418.6961494195,2002613.9567860775
2742,10543,37.824,-76.7008,7,1671133.6644589228,1813369.7528330917
2743,70661,39.6132,-87.6976,3,705459.3577950945,1874469.4620717848
2744,43717,42.3314,-83.0458,18,1057359.5645301195,2220153.5404426265
2745,12983,39.6848,-102.9904,6,-593608.4137730978,1873500.0085180495
2746,03908,32.3129,-86.2421,4,912470.8937904692,1073540.7945815462
2747,39662,39.8051,-74.9255,11,1773601.974372019,2062605.0141058997
2748,16148,39.0843,-103.499,6,-642015.944306226,1809702.2402441727
2749,10701,47.2042,-122.2734,17,-1975842.630230522,2965159.0381770143
2750,28682,33.2722,-87.536,4,782302.3005094669,1168538.6591335735
2751,95929,43.5201,-94.0984,8,153028.28011598112,2282309.862627691
2752,07648,44.7497,-93.2029,8,221040.65707820313,2421112.8996597356
2753,77384,25.9571,-80.1814,12,1591563.6377658418,455791.1796067038
2754,75211,33.9676,-87.9024,4,741910.1695983908,1242983.1070733692
2755,43071,31.5285,-89.4816,19,616124.7488094155,960408.8069627536
2756,60631,42.008,-87.7361,3,678905.8428117186,2141344.0531517547
2757,70380,34.0113,-95.5139,0,44565.72917786001,1216353.3312289135
2758,98255,29.1383,-80.9956,12,1455184.792230681,788961.3439206703
2759,16335,39.9712,-74.6676,11,1790800.1058863332,2085592.1032317483
2760,07110,35.1527,-86.5664,4,850807.7850011183,1386150.0186581495
2761,07022,33.149,-90.9041,19,472133.28770188143,1132586.039893457
2762,98513,26.0185,-80.3449,12,1574157.8030350567,459716.44168890093
2763,55965,34.6822,-80.9891,7,1358693.3727480413,1398778.7880154727
2764,80501,39.7301,-121.8414,5,-2168041.08775435,2153330.6927677696
2765,98526,41.2326,-80.453,9,1287282.7192014193,2130565.7568761995
2766,07823,31.3795,-90.2867,19,541120.6373987003,938956.3304992504
2767,75077,43.2292,-70.7859,1,2013992.9566277356,2517055.4329079515
2768,39083,44.3243,-74.133,1,1723885.0889959096,2569684.2550647026
2769,95033,30.3085,-93.6615,14,224525.7193836325,806383.7628415996
2770,77531,40.9525,-73.735,11,1842164.4541189785,2210461.7806949196
2771,15870,40.0996,-79.381,9,1397244.8334162962,2020621.5386484598
2772,77435,37.4002,-120.8723,5,-2156204.6779733263,1879386.9435776519
2773,47274,32.553,-92.0422,19,369527.1420610257,1061121.1397750487
2774,77306,28.8887,-81.7827,12,1383553.8760441968,749897.0066351352
2775,33325,40.3859,-74.174,11,1820936.8130263616,2140240.617288265
2776,23851,33.2351,-97.574,0,-145734.580166958,1130743.1752910507
2777,48021,48.8018,-122.0918,17,-1914770.690306013,3130961.7356933486
2778,15360,37.418,-122.1274,5,-2261782.1140205725,1910484.9120257334
2779,43357,40.0766,-76.3107,11,1652500.4723642636,2067360.474525344
